,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,SalePrice_norm,YesPool,Yes2F,YesGarage,YesBsmt,YesFireplace,TotalLvgSF,TotalQuality,TotalSF,TotalBath,TotalPorchSF,TotalLvgSF_Qual,TotalCondQual
803,803,5.082395977894405,C (all),26.347109173140986,19.65439340843113,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4.670325952935469,5.815638603098503e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,66.98952327240039,572.0,GasA,Fa,N,FuseP,7.179388936981414,0.0,0.0,7.7219066260559694,0.0,0.0,1,0.0,2,0.7509514583083404,TA,1.6940883969616136,Typ,0.0,None,Detchd,7.73183701689151e+123,Unf,1.0,200.0,TA,TA,N,0.0,0.0,9.323382122480776,0.0,0.0,0.0,0.0,5,2009,WD ,75000.0,11.225243392518447,0,0,1,1,0,37.72851638410407,40.801625121993396,10.521195902308035,1.0,22.31748991045067,92.3665730326518,24
804,804,4.300278327162467,RL,31.188030996955913,20.21121436373094,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.1210865261073918e+52,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,19.922950371917473,Gd,TA,PConc,Gd,TA,Mn,GLQ,11.199148295563885,Unf,0.0,119.64064015560355,1546.0,GasA,Ex,Y,SBrkr,8.466560875264081,0.0,0.0,9.216603142844631,0.0,0.0,2,0.0,3,0.7509514583083404,Gd,2.222184992560414,Typ,0.0,None,Attchd,2.7175116825777606e+124,RFn,3.0,796.0,TA,TA,Y,40.74079632104884,10.020906499064152,0.0,0.0,0.0,0.0,0.0,6,2007,WD ,217000.0,12.287652632522596,0,0,1,1,0,56.89513652272962,55.278932360191156,13.289148993396852,2.0,41.7738953360865,146.8085721336982,35
805,805,4.300278327162467,RL,35.17841740935054,20.26037427348057,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.148433322872524e+52,2008,Gable,CompShg,VinylSd,VinylSd,Stone,11.01755610772679,Gd,TA,PConc,Gd,TA,No,GLQ,31.56020076200748,Unf,0.0,106.78111750820713,1336.0,GasA,Ex,Y,SBrkr,8.28422959275843,0.0,0.0,9.002910439042795,0.9953655835411324,0.0,2,0.0,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,TA,Attchd,2.876983274345273e+124,Fin,3.0,660.0,TA,TA,Y,31.626651808351458,10.77207168020771,0.0,0.0,0.0,0.0,0.0,5,2010,WD ,220000.0,12.3013828253345,0,0,1,1,1,53.6745746546113,55.278932360191156,13.00988091937267,3.0,35.96557975513202,138.84271578725694,35
806,806,6.607841250151849,RL,32.74289477233138,19.730138959833013,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,3.9844166875627045,8.579493434694661e+51,1972,Gable,CompShg,VinylSd,VinylSd,None,23.387505007929303,TA,TA,CBlock,TA,TA,No,Rec,74.2594429295916,Unf,0.0,60.726516247342964,732.0,GasA,Gd,Y,SBrkr,7.911908694127943,943.5619590019098,0.0,9.444603743792843,0.9953655835411324,0.0,1,2.235671082617857,4,0.7509514583083404,TA,2.35700115516981,Min2,0.9003031951550163,TA,Attchd,1.4430298410296069e+124,RFn,2.0,484.0,TA,TA,Y,41.520529823943676,0.0,0.0,0.0,21.1329914217008,0.0,0.0,11,2006,WD ,165150.0,12.014609430818934,0,1,1,1,1,52.336663844340436,47.79991882183636,14.082489339533014,3.0,56.40583462973955,130.97881983180508,30
807,807,7.315959199956679,RL,32.12412303520819,19.939398141962016,IR1,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,4.670325952935469,9.01008042557672e+51,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,125.61977107005075,LwQ,10.49899026852479,0.0,940.0,GasA,TA,Y,SBrkr,7.929750169924063,0.0,0.0,8.589310148538603,0.9953655835411324,0.0,1,0.0,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,1.7167233998211036e+124,Unf,2.0,576.0,TA,Fa,Y,0.0,0.0,6.689719451317481,0.0,0.0,0.0,0.0,10,2008,WD ,147000.0,11.898187865760873,0,0,1,1,0,47.23751179566923,55.278932360191156,13.973643386137551,2.0,13.423830181865057,122.89710283109886,36
808,808,4.300278327162467,RL,30.558474127599617,20.25601794729379,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.0426654888055092e+52,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,19.55277046230848,Gd,TA,PConc,Gd,TA,Gd,GLQ,157.89410894034367,Unf,0.0,82.57817248328102,1504.0,GasA,Ex,Y,SBrkr,8.430232970218384,0.0,0.0,9.17397527689038,0.9953655835411324,0.0,2,0.0,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,TA,Attchd,2.289026550114759e+124,Fin,2.0,478.0,TA,TA,Y,34.857638662634365,12.764672058580556,0.0,0.0,0.0,0.0,0.0,6,2009,WD ,203000.0,12.220961258023925,0,0,1,1,1,56.25749417760542,55.278932360191156,14.312144804839516,3.0,41.03623946353069,145.2320016786313,35
809,809,4.300278327162467,RL,29.605515274360933,19.786879355048548,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.9844166875627045,7.711881813370327e+51,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,209.8409992282187,Unf,0.0,52.499287372956616,1398.0,GasA,Gd,Y,SBrkr,8.592101774157074,0.0,0.0,9.36411222400472,0.0,0.7085884032361374,1,1.0684050848584057,4,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,Gd,Attchd,1.1212912708972163e+124,RFn,2.0,447.0,TA,TA,Y,0.0,9.487988908673186,0.0,0.0,0.0,0.0,0.0,4,2010,WD ,165500.0,12.016726473799254,0,0,1,1,1,56.94027714061601,40.801625121993396,14.988894938540414,2.0,14.487925668257228,136.7808275992283,25
810,810,5.082395977894405,RL,21.17276766903049,18.83980848310952,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,2.536085408092311,5.3025044873950695e+51,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,19.43427279205329,Unf,0.0,83.11720900296874,864.0,GasA,TA,N,FuseF,7.707272165334926,0.0,0.0,8.330978885625344,0.9953655835411324,0.0,1,0.0,2,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,0.0,10.70226757929961,0.0,0.0,0.0,0.0,9,2008,WD ,67000.0,11.112447898373103,0,0,0,1,0,44.78497796561346,17.804027829663468,11.730929829425982,2.0,27.771663747578536,88.83534768061013,9
811,811,6.607841250151849,RL,32.74289477233138,19.483190633224684,Reg,Lvl,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,5.986440105030452,8.035349880737368e+51,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,25.243956306437184,TA,TA,CBlock,TA,TA,Gd,BLQ,131.22776956444997,Rec,7.275960847856147,32.22180904677304,822.0,GasA,Gd,Y,SBrkr,7.922132655405432,1010.0809527804104,0.0,9.497023970235302,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.222184992560414,Typ,0.9003031951550163,Fa,Attchd,1.2357808278777248e+124,RFn,2.0,440.0,TA,TA,Y,57.76988308061317,10.020906499064152,0.0,0.0,0.0,0.0,0.0,7,2007,WD ,187000.0,12.138863895836725,0,1,1,1,1,53.60062622503935,71.64872528404014,14.727228226428938,2.5,54.653809052405435,147.30046909270575,48
812,812,9.221581512008164,FV,17.084927326939308,15.290731485210863,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,3.9844166875627045,1.0768615697996912e+52,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,30.445993723405063,Gd,TA,PConc,Gd,TA,No,GLQ,125.98435769886967,Unf,0.0,40.7369574356287,756.0,GasA,Ex,Y,SBrkr,7.535427288072664,915.994827853848,0.0,9.18218040126597,0.9953655835411324,0.0,2,1.0684050848584057,2,0.7509514583083404,Gd,1.6940883969616136,Typ,0.0,None,Detchd,2.470657066320672e+124,Unf,2.0,440.0,TA,TA,Y,0.0,8.629585320048509,0.0,0.0,0.0,0.0,0.0,8,2009,WD ,180000.0,12.100712129872349,0,1,1,1,0,50.102239727234796,47.79991882183636,14.05520423729549,3.5,12.875117402737967,125.62761096505974,30
813,813,6.182484906958001,RL,23.289846131925756,18.13262065426434,Reg,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,5.336695698030829,5.623882168673398e+51,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.619569427643974,Unf,0.0,64.59294734629465,651.0,GasA,Gd,Y,SBrkr,7.540511136403786,645.6810770631058,0.0,8.947191961393887,0.0,0.0,2,0.0,2,0.7509514583083404,TA,2.35700115516981,Typ,0.9003031951550163,Gd,Detchd,2.2031552105655324e+124,Unf,1.0,240.0,TA,TA,P,53.88908843013111,0.0,13.209577304696413,0.0,0.0,0.0,0.0,8,2007,WD ,146500.0,11.894780707439258,0,1,1,1,1,47.068525716608505,63.230894946193615,12.983143782237194,2.0,66.90809698418535,126.39400361293374,42
814,814,4.300278327162467,RL,31.188030996955913,20.075205009156136,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.0768615697996912e+52,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,Gd,GLQ,266.47890740688456,Unf,0.0,41.9081394567044,1673.0,GasA,Ex,Y,SBrkr,8.570903408094352,0.0,0.0,9.339182966272041,0.9953655835411324,0.0,2,0.0,3,0.7509514583083404,Gd,2.222184992560414,Typ,0.9003031951550163,TA,Attchd,2.470657066320672e+124,RFn,2.0,583.0,TA,TA,Y,68.43787717681639,16.87687062668262,0.0,0.0,18.638763930018072,0.0,0.0,1,2007,WD ,270000.0,12.506177237980511,0,0,1,1,1,58.76145171667025,55.278932360191156,15.39931091738166,3.0,82.8720928781353,151.42139241125042,35
815,815,7.471138338953098,RL,30.558474127599617,19.200550716058153,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,4.670325952935469,1.0094899963723314e+52,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,167.33776079472472,Unf,0.0,34.48527055561403,936.0,GasA,Ex,Y,SBrkr,7.891225601388762,0.0,0.0,8.544507944417287,0.9953655835411324,0.0,1,0.0,2,0.7509514583083404,Gd,1.8970859567358926,Typ,0.0,None,Attchd,2.1204239560466754e+124,Unf,2.0,564.0,TA,TA,Y,35.90363947257737,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,WD ,147000.0,11.898187865760873,0,0,1,1,0,46.89864103241808,55.278932360191156,13.608500561036742,2.0,31.329132954790747,122.05671975851553,36
816,816,6.182484906958001,RL,26.347109173140986,18.754779601579738,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5.986440105030452,7.042743272843966e+51,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,121.21341443584438,Rec,8.175296977793309,31.2853665536539,816.0,GasA,TA,Y,SBrkr,7.633603895822585,484.2100678050081,0.0,8.857379422573151,0.9953655835411324,0.0,1,0.0,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,9.406864060697707e+123,Unf,1.0,280.0,TA,TA,Y,84.14761333173853,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,WD ,132000.0,11.790557201568507,0,1,1,1,0,47.96293074797308,71.64872528404014,13.835605866852232,2.0,70.24073330942088,132.48226642149857,48
817,817,6.182484906958001,RL,35.777980502739396,17.289687562884566,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,4.670325952935469,5.5768784408160325e+51,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,88.82303375462946,Rec,7.041243687668939,55.73372068136854,840.0,GasA,Ex,Y,SBrkr,7.670943780008923,639.4912707909782,0.0,9.034556681064567,0.0,0.0,1,0.0,2,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Detchd,1.3098565038996896e+124,Fin,1.0,338.0,TA,TA,Y,0.0,0.0,14.097178163777551,0.0,0.0,0.0,0.0,10,2009,WD ,105000.0,11.561715629139659,0,1,1,1,0,49.607828873452426,40.801625121993396,13.695378223921594,1.0,43.51537696451808,119.86406678538832,24
818,818,9.740953758996843,RL,24.66480549356318,17.47404431829109,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,4.670325952935469,5.2138965393615114e+51,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,65.88015941819357,Unf,0.0,66.85022951239885,780.0,GasA,Ex,N,SBrkr,7.81071083438681,946.0693842537933,0.0,9.378710105309452,0.9953655835411324,0.0,2,0.0,6,0.7509514583083404,Fa,2.4784511538138516,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,21.599550952035102,0.0,0.0,0.0,0.0,0.0,3,2008,WD ,135900.0,11.819674600139233,0,1,0,1,0,52.1144211427315,47.79991882183636,13.910838162479182,3.0,41.47971179474149,130.4467420613778,30
819,819,6.607841250151849,RL,21.88624462471832,26.96690704704082,IR2,HLS,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,3.9844166875627045,1.1031959655434291e+52,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,32.750332224035674,Ex,TA,PConc,Gd,TA,Gd,ALQ,267.0297350818702,Unf,0.0,39.239256047910295,1650.0,GasA,Ex,Y,SBrkr,8.584288526232521,1974.1641542916527,0.0,10.407972898689442,0.9953655835411324,0.0,3,1.0684050848584057,4,0.7509514583083404,Ex,2.78441643125675,Mod,0.9003031951550163,Gd,BuiltIn,2.6160149597147566e+124,Fin,3.0,841.0,TA,TA,Y,96.09824263930892,9.210374012650696,0.0,0.0,25.476672108359068,0.0,0.0,6,2010,WD ,538000.0,13.195613839143922,0,1,1,1,1,68.80412044725045,63.230894946193615,16.81640623510907,4.5,102.8906213521892,181.80208947867962,40
820,820,4.300278327162467,RL,27.338705141685086,18.483420839987808,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.1301335173508958e+52,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,100.91381640967313,1143.0,GasA,Ex,Y,SBrkr,8.070313857683264,0.0,0.0,8.75302448563,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,Gd,1.8970859567358926,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,11.587774358295666,0.0,0.0,0.0,0.0,0.0,10,2007,WD ,147000.0,11.898187865760873,0,0,0,1,0,50.2654505790295,55.278932360191156,12.378942196570298,1.5,18.6245508026823,130.40193750495848,35
821,821,4.300278327162467,RL,41.02633934663432,20.66973218656873,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,3.9844166875627045,1.1301335173508958e+52,2007,Hip,CompShg,VinylSd,VinylSd,Stone,23.832080418952643,Gd,TA,PConc,Ex,TA,No,GLQ,288.1949004579092,Unf,0.0,20.352790607953782,1652.0,GasA,Ex,Y,SBrkr,8.554187110826,0.0,0.0,9.319530754455503,0.9953655835411324,0.0,2,0.0,2,0.7509514583083404,Ex,2.0705512392897854,Typ,1.6788875934502334,Ex,Attchd,2.7696879303907923e+124,Fin,2.0,840.0,TA,TA,Y,82.75468637768363,16.01278001627927,0.0,0.0,0.0,0.0,0.0,11,2009,WD ,325000.0,12.691580461311874,0,0,1,1,1,58.458944278044804,71.64872528404014,15.543931370387892,3.0,79.9493496389001,160.0495929458598,45
822,822,4.300278327162467,RL,33.357589155594184,19.374035587930802,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,4.670325952935469,6.984693149694882e+51,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,95.76947088658889,1046.0,GasA,Gd,N,SBrkr,7.96474174962317,0.0,0.0,8.630028765429948,0.0,0.0,1,0.0,3,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Detchd,8.870378145540008e+123,Unf,1.0,240.0,TA,TA,Y,0.0,12.136975405978168,11.612941007322243,0.0,0.0,0.0,0.0,9,2008,WD ,124000.0,11.728036844587177,0,0,1,1,0,48.53944578938384,47.79991882183636,12.1514018267253,1.0,41.184359416251894,121.88257336882526,30
823,823,4.300278327162467,RL,31.188030996955913,20.77690492497661,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4.670325952935469,8.10155207759172e+51,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,15.110549323372767,TA,TA,CBlock,TA,TA,No,BLQ,135.5087979160621,LwQ,10.097786346793557,0.0,935.0,GasA,TA,Y,SBrkr,7.809327317299835,0.0,0.0,8.449360533484922,0.9953655835411324,0.0,1,0.0,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Attchd,1.260007592216857e+124,Unf,1.0,288.0,TA,TA,Y,47.53074971993561,0.0,0.0,0.0,0.0,0.0,0.0,11,2006,WD ,137000.0,11.827736204810266,0,0,1,1,0,46.27124032121959,47.79991882183636,13.821017102163111,2.0,40.88782070539018,116.44357087933389,30
824,824,6.182484906958001,RL,26.347109173140986,19.733893535254413,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,3.9844166875627045,5.347336281477964e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,109.50737464568311,1313.0,GasA,TA,Y,SBrkr,8.251661989110813,0.0,5.402124658536094,9.891630240342563,0.0,0.0,2,0.0,3,0.7509514583083404,Gd,2.35700115516981,Min2,0.9003031951550163,TA,Detchd,1.0171560341260232e+124,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,19.029468462055792,0.0,0.0,0.0,0.0,6,2009,WD ,142900.0,11.869900363917957,0,0,1,1,1,61.156472497937536,34.29264553707112,12.774541402025395,2.0,72.19787730551947,140.56265643050696,20
825,825,4.300278327162467,RM,38.72487506061821,20.29507951565831,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5.336695698030829,7.042743272843966e+51,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,49.83214701652471,ALQ,11.441650410416369,32.56818702705102,924.0,GasA,Ex,Y,SBrkr,8.046134729972408,0.0,0.0,8.724835651914827,0.9953655835411324,0.0,1,0.0,2,0.7509514583083404,Gd,2.0705512392897854,Typ,0.0,None,Attchd,9.045808861377589e+123,Unf,2.0,528.0,TA,TA,Y,0.0,9.210374012650696,0.0,0.0,0.0,0.0,0.0,5,2008,WD ,147000.0,11.898187865760873,0,0,1,1,0,48.021042366664034,55.278932360191156,13.827508366579837,2.0,13.961154974889798,124.83984299684009,35
826,826,4.300278327162467,RL,31.188030996955913,18.644222509458608,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.9844166875627045,8.440307410156834e+51,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,102.82749079993931,1180.0,GasA,TA,Y,SBrkr,8.11189437144438,0.0,0.0,8.801527074574667,0.0,0.0,1,1.0684050848584057,2,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Attchd,1.3882493468409403e+124,RFn,2.0,477.0,TA,TA,Y,0.0,10.40314316108632,0.0,0.0,0.0,0.0,0.0,3,2009,COD,128000.0,11.759785542901756,0,0,1,1,0,50.92834332188754,40.801625121993396,12.469116749144197,1.5,16.25837590263476,122.91349126893127,25
827,827,7.153069972860614,RM,27.992851483502935,19.107138298499173,IR1,Bnk,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,4.670325952935469,5.392523431217404e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,82.63818835469495,815.0,GasA,Ex,Y,SBrkr,7.632025260960107,1065.4141343355018,0.0,9.354922839494984,0.0,0.0,1,0.0,3,0.7509514583083404,TA,2.222184992560414,Typ,0.9003031951550163,Gd,Detchd,4.809390113070899e+123,Unf,1.0,225.0,TA,TA,Y,0.0,0.0,17.18282672936731,0.0,0.0,0.0,0.0,7,2006,ConLw,144000.0,11.877568578558137,0,1,1,1,1,52.19150992929239,63.230894946193615,13.515890108962669,1.0,60.65800292028576,139.4852888602634,42
828,828,8.394950966035468,RL,19.720259355108965,18.29682656615556,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,3.9844166875627045,1.1301335173508958e+52,2006,Gable,CompShg,VinylSd,VinylSd,Stone,18.68670892958412,Gd,TA,PConc,Gd,TA,Mn,GLQ,12.89784382361673,Unf,0.0,111.12015859715005,1370.0,GasA,Ex,Y,SBrkr,8.307436465625646,0.0,0.0,9.03007309512626,0.0,0.0,2,0.0,2,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,Gd,Attchd,2.7696879303907923e+124,RFn,2.0,484.0,TA,TA,Y,35.90363947257737,10.892309993715596,0.0,0.0,0.0,0.0,0.0,4,2010,WD ,205000.0,12.230765258120543,0,0,1,1,1,54.147550010965986,63.230894946193615,12.947861388659945,2.0,39.23482522672046,144.47809412353234,40
829,829,4.300278327162467,RL,31.188030996955913,19.552836661934816,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5.336695698030829,8.035349880737368e+51,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,148.92024400308117,Unf,0.0,84.66071156585573,1486.0,GasA,Ex,Y,SBrkr,8.414364351120483,0.0,0.0,9.155362766509873,0.9953655835411324,0.0,1,0.0,3,0.7509514583083404,TA,2.222184992560414,Typ,0.0,None,Detchd,1.3354959634026646e+124,Fin,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2009,WD ,167000.0,12.025749091398893,0,0,1,1,0,55.980903906756595,55.278932360191156,14.210083104723973,2.0,0.0,144.54804190446114,35
830,830,6.182484906958001,RM,23.636163159476517,17.494730506315587,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,4.670325952935469,6.645709440402543e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,73.9732125483972,676.0,GasA,Ex,Y,SBrkr,7.392176182230099,541.9655153875013,0.0,8.736976765478913,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,7.885307404558132e+123,Unf,1.0,200.0,TA,TA,Y,12.151686894593876,0.0,0.0,0.0,0.0,0.0,0.0,8,2009,WD ,66500.0,11.104957226643943,0,1,1,1,0,45.6206265805261,47.79991882183636,12.349162267323573,1.5,11.15032666581751,114.88264447202634,30
831,831,6.607841250151849,RL,31.188030996955913,20.485649621585736,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,3.9844166875627045,1.0176897608368729e+52,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,27.803578822704985,Gd,TA,PConc,Gd,TA,No,LwQ,74.2594429295916,GLQ,13.064558048732536,0.0,1286.0,GasA,Ex,Y,SBrkr,8.482684201752447,1520.0707425195849,0.0,10.1526861879893,0.9953655835411324,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.35700115516981,Typ,0.9003031951550163,TA,Attchd,2.1614041554212125e+124,Fin,3.0,704.0,TA,TA,Y,86.62750422559215,18.54769859528532,0.0,0.0,0.0,0.0,0.0,10,2006,WD ,315000.0,12.66032791780777,0,1,1,1,1,63.744579613666794,63.230894946193615,16.33698539441905,3.5,86.1283059385397,168.9338228333348,40
832,832,6.607841250151849,RL,34.27225550793562,19.986887826150458,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.9844166875627045,1.1301335173508958e+52,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,77.29507556521564,728.0,GasA,Ex,Y,SBrkr,7.487020678282493,880.9488189356138,0.0,9.12386590456845,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.35700115516981,Typ,0.9003031951550163,TA,Attchd,2.7696879303907923e+124,Fin,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,New,155835.0,11.956553034172742,0,1,1,1,1,49.32998249489864,55.278932360191156,13.074820116630214,2.5,0.0,128.08416487171104,35
833,833,8.394950966035468,RL,25.342364706303183,18.730919159172558,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,3.9844166875627045,1.0342770617334185e+52,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,166.3531973309071,Unf,0.0,84.48363622906716,1587.0,GasA,Ex,Y,SBrkr,8.618340171275152,0.0,0.0,9.394980603051515,0.9953655835411324,0.0,2,0.0,2,0.7509514583083404,Gd,2.0705512392897854,Typ,0.0,None,Attchd,2.2456912242803347e+124,RFn,2.0,528.0,TA,TA,Y,19.97726242681378,11.011249765502148,0.0,0.0,0.0,0.0,0.0,9,2009,WD ,239500.0,12.386308695833106,0,0,1,1,0,58.58166788964454,63.230894946193615,14.690315230414189,3.0,28.138370139032286,155.78547079477798,40
